candidate_id,city,fresh_graduate_status,skills,excel_skill,sql_skill,python_skill,power_bi_skill,looker_studio_skill,database_skill,tableau_skill,other_skills,candidate_goals,platform_source,province,for_job,upskills,networking,switch_career,total_skills,skill_level
559,Blitar,Tidak,"SQL, Python, Databases",0,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,3,Intermediate
560,Bandung ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",Teman,Jawa Barat,0,1,1,1,7,Advanced
561,Sidoarjo,Tidak,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,4,Intermediate
562,Kalimantan Selatan,Tidak,Power BI,0,0,0,1,0,0,0,,"Cari Kerja, Upskill, Switch Career",LinkedIn,Kalimantan Selatan,1,1,0,1,1,Beginner
563,Lampung,Ya,"Excel, SQL, Databases",1,1,0,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Lampung,1,1,1,0,3,Intermediate
564,Tegal,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,0,1,1,1,4,Intermediate
565,Jakarta,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau, ",0,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",Instagram,Jakarta,0,1,1,1,6,Advanced
566,Yogyakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Cari Kerja,LinkedIn,DI Yogyakarta,1,0,0,0,7,Advanced
567,Jawa Timur,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,7,Advanced
568,Cikarang ,Ya,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,3,Intermediate
569,Tangerang Selatan,Tidak,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Banten,0,1,1,1,5,Intermediate
570,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
571,Madiun,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,4,Intermediate
572,Aceh,Tidak,"Excel, SQL, Databases",1,1,0,0,0,1,0,,"Upskill, Networking, Switch Career",LinkedIn,Aceh,0,1,1,1,3,Intermediate
573,"Cilacap, Jawa Tengah",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,6,Advanced
574,Karanganyar,Tidak,"Excel, SQL, Python, Power BI, R",1,1,1,1,0,0,0, R,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Tengah,1,1,1,1,4,Intermediate
575,Jakarta Pusat,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Networking, Switch Career",LinkedIn,Jakarta,0,0,1,1,7,Advanced
576,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Tableau",1,1,1,1,0,0,1,,"Upskill, Networking",Instagram,Jawa Barat,0,1,1,0,5,Intermediate
577,Sukabumi,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,4,Intermediate
578,Yogyakarta,Ya,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,DI Yogyakarta,1,1,1,1,5,Intermediate
579,Gowa,Tidak,Excel,1,0,0,0,0,0,0,,Cari Kerja,LinkedIn,Sulawesi Selatan,1,0,0,0,1,Beginner
580,Bogor,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,6,Advanced
581,Kendari,Tidak,"SQL, Tableau",0,1,0,0,0,0,1,,"Upskill, Networking",LinkedIn,Sulawesi Tenggara,0,1,1,0,2,Beginner
582,Surabaya,Ya,"Excel, SQL, Power BI, Databases",1,1,0,1,0,1,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Timur,1,1,0,0,4,Intermediate
583,Tasikmalaya ,Ya,"Excel, SQL, Power BI, Databases",1,1,0,1,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,4,Intermediate
584,"Tangerang,Banten",Ya,"Excel, Python, Power BI",1,0,1,1,0,0,0,,"Upskill, Networking",Teman,Banten,0,1,1,0,3,Intermediate
585,Mataram,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, Semua tools data analyst",1,1,1,1,1,1,1, Semua tools data analyst,"Upskill, Networking",LinkedIn,Nusa Tenggara Barat,0,1,1,0,7,Advanced
586,Kota Jambi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jambi,1,1,1,1,7,Advanced
587,Samarinda,Ya,"Excel, Python, Power BI, Databases",1,0,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Kalimantan Timur,1,1,1,0,4,Intermediate
588,Tegal,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, ",1,1,1,1,1,1,0,,"Cari Kerja, Upskill",LinkedIn,Jawa Tengah,1,1,0,0,6,Advanced
589,Jakarta Selatan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,7,Advanced
590,Jawa Timur,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
591,Pekanbaru,Ya,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Networking, Switch Career",LinkedIn,Riau,0,0,1,1,5,Intermediate
592,Kupang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Nusa Tenggara Timur,1,1,1,1,7,Advanced
593,Lampung,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Lampung,1,1,1,1,7,Advanced
594,Padang,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Barat,1,1,1,1,4,Intermediate
595,DKI Jakarta,Ya,Excel,1,0,0,0,0,0,0,,Upskill,LinkedIn,Jakarta,0,1,0,0,1,Beginner
596,Sidoarjo,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, R",1,1,1,1,1,1,1, R,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Jawa Timur,1,1,1,1,7,Advanced
597,Cimahi,Tidak,"Excel, SQL, Python, Looker Studio, Tableau",1,1,1,0,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,5,Intermediate
598,Sumatera Barat,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Sumatera Barat,1,1,1,1,7,Advanced
599,Jakarta,Tidak,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,6,Advanced
600,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
601,Kebumen,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
602,Bandung,Tidak,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,5,Intermediate
603,Cimahi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
604,Malang,Ya,"Excel, SQL, Python, Databases, Tableau",1,1,1,0,0,1,1,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,5,Intermediate
605,Samarinda,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Kalimantan Timur,1,1,0,0,7,Advanced
606,Bekasi,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
607,"Pekanbaru, Riau",Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Riau,0,1,1,1,7,Advanced
608,Jawa Tengah,Tidak,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,5,Intermediate
609,Jakarta Pusat,Ya,"Excel, Python, Power BI, Looker Studio, Databases, Tableau",1,0,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,6,Advanced
610,Subang,Tidak,"Excel, SQL, Power BI, Databases",1,1,0,1,0,1,0,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,4,Intermediate
611,Bungo,Ya,"Excel, SQL, Python, Looker Studio, Databases, Tableau",1,1,1,0,1,1,1,,Cari Kerja,Instagram,Jambi,1,0,0,0,6,Advanced
612,Bantul,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,DI Yogyakarta,1,1,0,0,7,Advanced
613,Palembang,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Teman,Sumatera Selatan,1,1,1,1,7,Advanced
614,Batam,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Riau,1,1,1,1,7,Advanced
615,Batam,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Riau,1,1,0,0,7,Advanced
616,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
617,"Cianjur, Jawa Barat ",Ya,"Excel, SQL, Python, Power BI, Databases",1,1,1,1,0,1,0,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,5,Intermediate
618,Makassar,Tidak,"Excel, Power BI",1,0,0,1,0,0,0,,Switch Career,LinkedIn,Sulawesi Selatan,0,0,0,1,2,Beginner
619,Jakarta Timur,Tidak,"Excel, SQL, Python, Power BI",1,1,1,1,0,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,4,Intermediate
620,Jakarta,Tidak,"Excel, Power BI, Looker Studio, Databases",1,0,0,1,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,4,Intermediate
621,Jakarta,Tidak,"Excel, Power BI, Looker Studio, Databases, Tableau",1,0,0,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,5,Intermediate
622,Jakarta Pusat,Tidak,"SQL, Looker Studio, Databases",0,1,0,0,1,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jakarta,1,1,1,1,3,Intermediate
623,Kendari,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Sulawesi Tenggara,0,1,0,0,7,Advanced
624,Medan,Ya,Cloud server,0,0,0,0,0,0,0,Cloud server,Upskill,LinkedIn,Sumatera Utara,0,1,0,0,0,Beginner
625,Jakarta Pusat,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,Upskill,LinkedIn,Jakarta,0,1,0,0,7,Advanced
626,Bekasi,Tidak,"Python, Looker Studio, Tableau",0,0,1,0,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,3,Intermediate
627,Jakarta ,Tidak,"Excel, Python, Power BI, Databases",1,0,1,1,0,1,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,4,Intermediate
628,Agam,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Sumatera Barat,1,1,1,0,7,Advanced
629,Jakarta,Ya,"Python, Looker Studio, Databases",0,0,1,0,1,1,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,3,Intermediate
630,Surabaya ,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,7,Advanced
631,Pasuruan,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau, AI for Data Analyst",1,1,1,1,1,1,1, AI for Data Analyst,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,7,Advanced
632,Cikarang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
633,Jakarta,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jakarta,1,1,1,0,7,Advanced
634,Bandung,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jawa Barat,0,1,1,0,7,Advanced
635,Semarang,Tidak,"Python, Power BI, Looker Studio, Databases, Tableau",0,0,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Tengah,1,1,1,0,5,Intermediate
636,Bengkulu ,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Bengkulu,1,1,1,1,7,Advanced
637,Jawa Barat,Ya,Excel,1,0,0,0,0,0,0,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,1,Beginner
638,Bekasi,Ya,"Excel, SQL, Power BI, Databases",1,1,0,1,0,1,0,,"Cari Kerja, Networking",Teman,Jawa Barat,1,0,1,0,4,Intermediate
639,Yogyakarta,Tidak,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking",Teman,DI Yogyakarta,1,1,1,0,4,Intermediate
640,Bekasi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,7,Advanced
641,Jambi,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jambi,1,1,1,1,7,Advanced
642,Bandung,Ya,"SQL, Python, Power BI, Looker Studio, Databases, Tableau",0,1,1,1,1,1,1,,Upskill,LinkedIn,Jawa Barat,0,1,0,0,6,Advanced
643,Yogyakarta,Tidak,"Power BI, Looker Studio, Databases, Tableau",0,0,0,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,DI Yogyakarta,0,1,1,1,4,Intermediate
644,Jakarta,Ya,"Excel, Python, Looker Studio",1,0,1,0,1,0,0,,Cari Kerja,LinkedIn,Jakarta,1,0,0,0,3,Intermediate
645,Jember,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
646,Jember,Ya,"Excel, SQL, Python, Databases",1,1,1,0,0,1,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,1,1,1,1,4,Intermediate
647,Blora,Ya,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,4,Intermediate
648,Bekasi,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,6,Advanced
649,Gresik,Ya,"Excel, SQL, Power BI, Looker Studio, Databases, Tableau",1,1,0,1,1,1,1,,"Cari Kerja, Upskill",LinkedIn,Jawa Timur,1,1,0,0,6,Advanced
650,Malang,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,"Upskill, Networking",LinkedIn,Jawa Timur,0,1,1,0,6,Advanced
651,Tangerang Selatan,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Banten,1,1,1,0,7,Advanced
652,Pamulang,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,7,Advanced
653,Balikpapan,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Kalimantan Timur,1,1,1,1,7,Advanced
654,Sidoarjo,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Timur,0,1,1,1,7,Advanced
655,Tangerang Selatan,Tidak,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,6,Advanced
656,Malang,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",Instagram,Jawa Timur,1,1,1,1,7,Advanced
657,Jakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,7,Advanced
658,"Bantul, DIY",Ya,"Excel, SQL, Python, Looker Studio, Databases",1,1,1,0,1,1,0,,"Upskill, Networking",LinkedIn,DI Yogyakarta,0,1,1,0,5,Intermediate
659,Bogor,Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
660,Karawang,Ya,"Excel, Looker Studio",1,0,0,0,1,0,0,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,2,Beginner
661,Jawa Tengah,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,1,1,1,1,7,Advanced
662,Tangerang,Tidak,"Power BI, Looker Studio, Tableau",0,0,0,1,1,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Banten,1,1,1,1,3,Intermediate
663,Lampung ,Ya,"Excel, SQL, Power BI, Tableau",1,1,0,1,0,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Lampung,1,1,1,1,4,Intermediate
664,Sidoarjo,Ya,"SQL, Power BI, Looker Studio, Tableau",0,1,0,1,1,0,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Timur,1,1,1,0,4,Intermediate
665,Belitung,Ya,Databases,0,0,0,0,0,1,0,,"Upskill, Networking",Instagram,Bangka  Belitung,0,1,1,0,1,Beginner
666,Belitung ,Ya,"SQL, Python",0,1,1,0,0,0,0,,Upskill,Instagram,Bangka  Belitung,0,1,0,0,2,Beginner
667,Banjarmasin,Ya,"Excel, SQL, Python, Looker Studio",1,1,1,0,1,0,0,,Upskill,LinkedIn,Kalimantan Selatan,0,1,0,0,4,Intermediate
668,Lampung,Ya,"Excel, SQL, Python, Power BI, Databases, Tableau",1,1,1,1,0,1,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Lampung,1,1,1,1,6,Advanced
669,Pontianak ,Tidak,"Excel, SQL, Python",1,1,1,0,0,0,0,,"Cari Kerja, Upskill",Instagram,Kalimantan Barat,1,1,0,0,3,Intermediate
670,Yogyakarta,Tidak,"Excel, SQL, Python, Power BI, Looker Studio, Databases",1,1,1,1,1,1,0,,Upskill,Teman,DI Yogyakarta,0,1,0,0,6,Advanced
671,Bogor,Ya,"Excel, Power BI, Tableau",1,0,0,1,0,0,1,,"Cari Kerja, Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,1,1,1,1,3,Intermediate
672,Semarang,Tidak,"SQL, Python, Power BI, Tableau",0,1,1,1,0,0,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Tengah,0,1,1,1,4,Intermediate
673,"Sukabumi, Jawa Barat",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Cari Kerja, Upskill, Networking",LinkedIn,Jawa Barat,1,1,1,0,7,Advanced
674,Jakarta,Tidak,"Excel, Power BI, Databases",1,0,0,1,0,1,0,,Upskill,LinkedIn,Jakarta,0,1,0,0,3,Intermediate
675,Jember ,Tidak,Excel,1,0,0,0,0,0,0,,Upskill,Teman,Jawa Timur,0,1,0,0,1,Beginner
676,Jember ,Tidak,"Excel, SQL",1,1,0,0,0,0,0,,"Upskill, Networking",Instagram,Jawa Timur,0,1,1,0,2,Beginner
677,Jakarta,Ya,"Excel, SQL, Python, Looker Studio",1,1,1,0,1,0,0,,"Upskill, Networking",LinkedIn,Jakarta,0,1,1,0,4,Intermediate
678,Makassar,Tidak,"SQL, Python, Power BI, Databases, Tableau",0,1,1,1,0,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Sulawesi Selatan,0,1,1,1,5,Intermediate
679,Jepara,Tidak,"Excel, SQL, Python, Tableau",1,1,1,0,0,0,1,,Cari Kerja,Teman,Jawa Tengah,1,0,0,0,4,Intermediate
680,Lamongan,Ya,"Databases, Tableau",0,0,0,0,0,1,1,,"Upskill, Networking",Instagram,Jawa Timur,0,1,1,0,2,Beginner
681,"Bekasi, Jawa Barat",Ya,"Excel, SQL, Python, Power BI, Looker Studio, Databases, Tableau",1,1,1,1,1,1,1,,"Upskill, Networking, Switch Career",LinkedIn,Jawa Barat,0,1,1,1,7,Advanced
